"CycID","LS_pvalue","LS_BH.Q","LS_period","LS_adjphase","LS_amplitude","meta2d_Base","meta2d_AMP","meta2d_rAMP"
"1","0.382499876180375","0.397083959568195","0.710526315789474","0.35894634325098","0.695765694049968","-0.0474756019548078","0.962163133219806","0.962163133219806"
"2","0.397083959568195","0.397083959568195","0.0695876288659794","0.0514779934663854","1.17998110944228","0.331373636698127","0.199552177356987","0.199552177356987"
"3","0.375353529060005","0.397083959568195","0.0564853556485356","0.0378748853988218","0.80932797621178","-0.160220843863954","1.070602811128","1.070602811128"
